label,flex1,flex2,flex3,flex4,flex5,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
A,1503.2247526573456,2168.7148388050696,2849.7262246776077,2834.4487447241827,2594.705378253003,-0.4899567364919077,0.059793907920068376,7.872368946355852,0.106935334452852,0.0352326072182885,-0.15089777551757708
A,1361.5956870340547,2466.8156313052964,2820.153958031681,2528.2763671088655,2602.911471819994,-0.14363503625624316,0.06748374749549622,8.460569419466951,-0.026702217140966367,-0.03582000192689684,0.01924373875827155
A,1415.9109455809796,2666.968906854206,2562.9715422671684,2574.9411253560656,2337.878583272834,0.13751542395331562,0.2420006034482229,7.97939652003741,0.055475020412171075,-0.13217005167630422,0.017364533135981273
A,1419.4191500811744,2288.5915075904995,2546.866912666049,2482.004592989694,2595.5058424230274,1.0040057598713767,0.3567451736110557,8.260308858475819,-0.13930564676126103,0.10717372048150614,0.18293809909194136
A,1888.803298745302,2745.717798680364,2575.5168682544995,2778.946813454708,2694.7477707918533,-0.43599940016852073,-0.9763609308831742,7.278380321964246,0.05146369739777279,0.0394890441575374,-0.059679777793297556
A,1635.148946856186,2528.781619533733,2551.9109690694086,2451.834519004017,2444.5202750051135,-0.8460047537740008,-0.6294376829734751,8.101917717303333,-0.0029570563088489464,0.061761490021621714,-0.007551599996802357
A,1896.1489187601276,2955.4664254761237,2223.029992258685,2557.8370902967226,2469.7456233322077,-0.1640974608440502,-0.029806693865122295,8.141242987212554,0.0022417068931087285,0.08843537273287568,0.10103556995203207
A,1271.3621160841674,2315.2468785056376,2808.6483676189223,2425.7445027370563,2591.991222272929,-0.6471546491612107,0.6643069323229003,8.29363787196086,0.11199257441364972,-0.017404137100333172,0.030193600023587498
A,1377.8641960720845,2188.2393182538462,2335.484366819901,2280.911097131727,2471.7145517246668,-0.7576536390867701,0.7785619832664915,8.706234951748948,0.03407622692962491,0.11809803881096632,0.0461394265158683
A,1373.4405881925936,2774.418622295145,2332.8871072858706,2582.8371290506952,2615.728991547785,-0.11172124751937272,-0.42120030841136796,8.530106184107977,-0.03333744201384426,-0.05619432636523709,0.07778907027077421
A,1279.963799692406,2569.242681458194,2751.270183342456,2442.352827566914,2453.9343844916134,0.26302491316869353,0.40249196625573347,7.990718566433036,0.029014118791562144,-0.03241626526753245,-0.08011240554421423
A,1683.7567940899407,2222.6190499295562,2746.369675636194,2691.755314903805,2584.9304560519004,-0.4255354596098973,0.40255114298829997,8.071257532165498,0.01005285498394829,0.021802699821753434,-0.05865266955514743
A,1459.388491396462,2638.9437519763715,2449.1555699572464,2766.022454205466,2509.6671199165457,-0.4315790211984071,1.1517660354468404,7.944313885639146,-0.0402355467232433,0.008305423611105126,-0.08742744292288931
A,1654.934653934242,2467.182226127652,2185.702202978053,2438.234060517613,2010.0001402864352,0.329149703056936,-0.9028379739667782,7.765207150015522,0.17029828621213833,0.002280932719581572,0.05207084215451995
A,1381.9414240645842,2530.806209914387,2448.857368021612,2659.7067438520357,2507.106179463333,0.5174336381513555,-0.06395284221466323,7.796677869690903,-0.130598401043063,0.020224024026936537,0.0396799221403352
A,1290.4614935275877,2823.435700506444,2453.8015477761887,2237.955260958997,2426.713460770158,-0.28538319862573003,0.7137252316467877,8.006633540744652,0.1271920987036975,-0.021321389373852563,-0.010308209636817015
A,1520.0539605633803,2489.5423403524896,2268.2495287558163,2534.8459737653325,2681.588112575781,0.02419205955381131,-0.4115531839021307,9.049819011857997,0.06627131877626535,-0.007864226365961404,0.07228015787484691
A,1909.9786647793505,2365.674852280056,2716.7125636527358,2189.7456596759025,2385.875417658261,-0.12246991356282744,0.3947266473967757,8.178134650857453,0.07029933864450848,-0.018150370478638742,0.01350025593464959
A,1329.0332446835566,2478.4739186637803,2760.4699111614123,2881.1000575334183,2620.3670292407382,-0.6195890809649727,0.3592053382933432,7.154789629980342,-0.02689959750595087,-0.01935317337093323,-0.08874579410214366
A,1595.5380900127107,2231.821595015713,2527.506518266998,2464.976298210573,2693.0481112891366,-0.2321855632992203,0.34314357489153824,7.1142061358377315,-0.012825471647819359,0.03126094112728664,0.06127195228172675
A,1483.8106116501235,2480.667179043874,2717.4250226479226,2050.4798064828624,2546.5235426105337,0.4464568775169806,-0.12965394962845894,8.366945124181434,0.16004728035869378,-0.009431162242387109,-0.004581344168262537
A,1425.9023174224412,2397.878231350981,2415.978416274246,2443.3261797455466,2555.9292804337038,0.1485742164759193,-0.4224520524239489,7.808464249718128,0.01976889177393518,-0.039184974772445036,-0.07064715400278057
A,1342.508596820986,2639.2632503027417,2224.4794713453853,2279.815214647318,2644.697752832202,0.5462102251930739,-0.11482364458118653,8.040666088116586,0.10280716918976199,-0.13808220321806558,-0.12293554295936458
A,1288.7415817413762,2410.8086606424545,2379.679346216944,2581.2351321570727,2873.6899442886042,-0.295649613676376,1.1253755921978827,7.796498702304292,-0.050792064210691296,0.10078656978909153,-0.06054089987630106
A,1433.2649706958791,2042.894696480541,2461.4772852610818,2498.273638985369,2526.6609390413514,0.5020954596601772,-0.10661275922778901,8.01557719357362,-0.03943107704772277,0.185176250997961,-0.13809501766456997
A,1733.5041173925833,2422.159446812772,2551.6842690260346,2340.632637589718,2461.7729441712427,-1.1454078873553282,-0.274072806247508,8.80521515030873,-0.06041257363382019,-0.006739366305713746,-0.02989784026774761
A,1335.284190201756,2497.386622254682,2273.0412814177103,2367.9922019435994,2233.1812844952506,0.7994754499325275,0.5778939931904142,8.671496756660579,-0.16258863045333127,0.19372185176243742,-0.1563040182002706
A,1556.0424623229592,2571.8387681457,3127.050532785006,2114.6135726676416,2462.000922791732,-0.2625838314955628,-0.15893961864223086,8.185924011866776,-0.15124495375811328,0.11838579537515546,0.18717006621691692
A,1526.3296163913897,2658.2769973583186,2292.9041633474553,2698.924661488633,2403.473624686148,-0.16423431256640825,-0.12040642857377509,7.838521856707688,0.05151059960769197,-0.2863124818110194,0.027175285036696653
A,1682.0121247416005,2457.146537121382,2387.3478189204125,2607.6700617418946,2727.115747227984,0.5934990800086006,1.0379288636921027,8.457588543786695,-0.04136260330959441,-0.10027823241043139,0.004086528458636686
A,1982.9166172612222,2367.2350397880327,2661.9881321136036,2638.350814405627,2701.560684164885,-0.19339281780068684,-0.43737890600506313,7.258386245728018,-0.031970854837779304,0.002912675903411543,-0.028112838592667527
A,1441.207643273193,2691.567845254013,2700.716016871436,2246.934421801964,2820.5711445874517,-0.08681082494744888,-0.8920339556999102,8.334516963808088,-0.12549511223790977,0.0031934850593589707,-0.12867392588037987
A,1687.1869134330375,2418.7278902271455,2765.900850274651,2258.125835774641,2833.9915240839555,-0.4113310219257397,-0.0147376351221026,7.791160199962145,-0.1406444300799545,-0.036166691725649965,-0.18894566879327485
A,1800.2912223092044,2352.535534839313,2333.9863005410652,2253.72294246695,2355.8494798005813,-0.3656494338761427,-0.17368161050852465,7.332173439358106,0.08402079232433318,0.02481223555056337,-0.09451573357836549
A,1497.8651253025835,2886.885189496664,2177.8690644413555,2589.6873557249546,2478.0977525001354,-0.016927175647419055,0.6918479224314525,7.776549529701284,0.015299878615425,0.047521825753132046,-0.12348812149940598
A,1624.4990949728208,2530.9141105100894,2475.570877293587,2252.866060404886,2415.47589108265,0.4726846807236992,0.23105546562553153,8.53291478180616,0.09123941396676266,-0.04823999705457475,0.07039674509097059
A,1320.9153925310593,2672.78662759722,2673.3349378804783,2676.176992819224,2591.7119993269375,-0.6104857500665085,-0.040887291318593026,8.00881889037545,-0.11519170594561941,-0.09101426812771911,0.007954482901610242
A,1363.3399453334762,2419.472671177141,2561.7438683878986,2583.738452849177,2697.2985368967234,-0.611897825622575,0.9322699463960556,8.542318345270536,-0.12908067704110746,-0.09111882626153317,0.022927615319016593
A,1355.5931080901805,2667.3402569537902,2673.123182436324,2777.499713382917,2246.562748773653,-0.15122298603737477,0.39198605994119373,8.526591466259337,-0.0583467796915238,-0.10902444738425386,0.04488472031159178
A,1180.6083434462917,2156.6544487046017,2652.9060855194225,2437.170957783737,2482.496440698819,-0.02272896158435774,0.4222278083119965,8.243674786210574,0.03429237014501604,0.10014688053291498,0.21113333132375278
A,1259.1156679420387,2402.6418528059135,2266.097833831825,2458.9730608028385,2423.2648464227764,0.04510393686637882,0.4733014577971634,7.517391502769445,-0.09242320601635706,0.15032402011032497,-0.09557880452352639
A,1368.1731364429158,2658.356100760821,2539.1640707702004,2382.7627062006877,2417.5649232021183,0.2039400142324549,0.5465437528356988,8.032176592075283,-0.30262350388685466,0.14287549409677852,-0.006350490437741514
A,1174.9546760249946,2275.7020601445042,2740.134066334211,2490.820732704009,2598.5849509362088,0.5688266972553482,0.046351514466470574,7.344371787693305,-0.0611424552517133,-0.0024080496944778513,-0.017023442739286885
A,1415.3333117480367,2317.2246816121174,2268.3277951731084,2167.772000660952,2708.7863905603235,-0.29529414950983757,-0.3615017039155594,7.859426361166053,-0.1089512851447621,0.034214722051713775,-0.13892161707340528
A,1369.1816993815646,2634.1457853714373,2655.04818530304,2341.947533035802,2588.8669407663565,-1.0118835789211345,0.18916716187017274,8.041733977820284,0.007792884583481762,0.09523781375642748,0.10125391974390768
A,1480.225030255566,2741.4001617705103,2644.4368232355896,2622.853446903943,2466.287020133062,0.40946833316974973,-0.2134952810393287,8.042238747935924,0.030960741324619758,-0.002018150168252496,-0.166800525613118
A,1088.5200888758263,2591.7933805424827,2342.2203660673326,2153.964214237343,2380.238417029501,0.3256808250933472,-0.2975542516452624,8.700251891933608,0.10483708029142175,0.08031894431510657,0.031611729129847305
A,1553.0644204525631,2439.377050447389,2771.3539740685915,2541.8498631199773,2621.933059129136,0.9156714429911962,-0.4842611671106546,7.7547208789078015,-0.1197644135205527,-0.0031925715400127883,0.1688596421346252
A,1646.2041808418794,2682.710862330015,2267.2101705221644,2666.85939263366,2439.888123355223,-0.3666340583848154,-0.46040795684610175,8.30966871496306,-0.18116827238631453,0.07310677231601762,-0.016933631082015673
A,1191.1176163521707,2468.500728392281,2043.0393628440752,2447.756541198381,2755.367291516896,-0.2620880211368993,0.2576293798582702,7.916643517027392,-0.07000564401738267,-0.06357549965209586,-0.07413979458748676
A,1061.8169291914492,2362.114279152307,2658.212877169285,2739.0604172294998,2382.023194494226,0.2896147110817672,-0.5828108106379699,8.586981135299231,-0.04876971719766005,0.14907133642820367,-0.0831422209566074
A,1655.7444391059953,2358.8125863562327,2703.4617080017697,2360.0164434929757,2469.11761877157,-0.30715897404843656,0.4625634030480645,8.162521283104793,0.033672979225216206,-0.0606076957936056,0.026498767325926237
A,1462.2652843202504,2441.0632277579675,2682.6644493982385,2318.628667683309,2491.912490224118,0.21554746998349655,-0.7813447116654288,8.64987185538302,0.07424867592493427,-0.06318102906363625,-0.03552680554703744
A,1534.280722620316,2661.9959734251324,2544.1670575385756,2732.112775047132,2234.590987343615,0.15388094798971658,0.2823064033021766,7.725002554418593,-0.10582631537018324,0.08428570190690376,-0.003303108671092892
A,1497.7995511259542,2585.479398674299,2645.0162046894193,2742.511568098388,2197.9963384248526,-1.0153355142806573,0.41172185797546096,7.362640668445587,0.030812816444520066,0.06390296187819028,-0.009251728119900679
A,1356.4663089611315,2194.4203452390366,2571.8996086902503,2344.764253771313,2485.2359990379955,0.6962805423619007,0.3548694686086297,8.317521694539735,-0.22826293902851097,0.13772192786405113,0.055604701500352065
A,978.5556401161615,2720.2160981590387,2414.6079535198865,2449.725413796578,2269.5852935675225,-0.35154048839757446,-0.030654928836135412,7.7966942568044315,-0.07853618954991787,0.08222663663338836,-0.05961657143818836
A,1613.6239801759523,2434.8624851545383,2584.5291051508993,2602.538091652245,2655.3878100697198,-0.20723203664446957,-0.45973084097081857,9.162412595587886,0.03747955971182198,0.0005202688067053981,0.08113643497824578
A,1480.1485203191164,2636.2158845786957,2641.788416682782,2783.4765930599024,2814.7287415923647,-0.47777901844618204,-0.018045466478822318,7.574092945331947,-0.031246885098034166,0.012097139683763773,0.06399690296399917
A,1444.3701423090438,2703.2989112595783,2575.858130527319,2692.7296431814148,2532.1069253149426,-0.0383526219275438,0.5920243000494041,7.64231678642924,0.09381418009786723,0.06836276099563962,-0.12071599977778094
A,1551.0644976354263,2718.961069432562,2087.405767202671,2389.0738712762927,2524.472147668991,0.2618074312645866,-0.37503004784007765,8.798859712639311,0.12553298012446706,0.025181547404548983,0.06300054753742022
A,1426.457886653135,2673.980811374491,2632.179200249365,2600.477585709891,2609.041836364919,-0.33388660458097286,-0.2894740548484661,8.526216132013955,0.02533255172930155,0.12538888847587434,-0.006458502692100853
A,1273.7104173264202,2589.866267626447,2405.377919745465,2583.4930522052496,2448.924639214886,0.9637035374534068,-0.36764073117308677,8.150831093361788,-0.06848082395580556,-0.1986365016212064,-0.07311433952158505
A,1722.9875203206248,2357.6009850557925,2260.013174956782,2732.78660696824,2574.3753875943225,-0.34726283098745686,-0.1927106153122313,7.618650781432262,0.08397702824225231,0.03275981594956399,0.18090677419263362
A,1699.3451875798505,2537.474815363195,2835.446013666897,2382.803350563752,2369.21116689482,0.42425101128768483,-0.010105663359084445,8.196070142088113,-0.016068029931453547,-0.0345986558479897,-0.00872653191936522
A,1410.5334429059271,2472.156909566067,2107.619579340503,2471.200960127233,2344.7486040481767,-0.45333404816064377,0.3914144957152734,8.258504431287285,0.1351909579439111,0.04436630059426424,0.059832842420645085
