label,flex1,flex2,flex3,flex4,flex5,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
A,1565.6634181546694,2573.306594137644,2556.7541854225797,2653.4111700299904,2388.3277879668785,0.21672242002396228,0.127196791443841,9.81378907460612,-0.0016423869370987172,0.0045095891535499085,-0.0010057005521619863
A,1591.407012524145,2393.535645445661,2533.5650546327993,2567.946437869414,2497.393747927138,0.04768468866110651,0.116764384233684,9.690097579532488,0.0023946029285922335,0.03448853110643401,0.011622197268820241
A,1649.0983467605665,2561.818435952129,2471.1814992266213,2473.123060673754,2519.2410756438426,-0.012720052164433532,0.16787075514471594,9.925335981690464,0.005605514433454162,0.0068097540670804,0.002727815138944288
A,1531.8169846426606,2461.933917864666,2665.615294299437,2667.2704741005286,2479.1093353327524,-0.1288299371081746,0.28327964234237485,9.804688023420697,0.007366680958597457,0.0274500899354905,0.01839748026112955
A,1575.33313204482,2540.6658720145183,2652.8312425915933,2663.1483489059924,2526.315340804798,0.22908733401779435,0.1130683926810866,9.671008128497375,0.017943224021026417,0.03946494688467392,0.0211230951710574
A,1529.5747134583833,2368.848961079329,2538.138360864291,2573.512494130703,2695.431758045511,0.09455491433893601,0.19452295988488882,9.737349652537253,0.015602742111251702,0.014347492773992512,0.006131611656322521
A,1552.2828342269233,2621.3736915504933,2437.1647243777993,2484.3246723397874,2492.515354399221,0.07085407677561747,0.16646000683566714,9.843092986325829,-0.0017064324159211212,0.020193526928811406,0.011490970828634593
A,1472.1489690209294,2480.6416665028682,2542.2020495245415,2433.2083199961335,2469.0526331596757,0.12477091908699656,0.21186487153552808,9.802815176167295,-0.004297261735326399,0.021722373153229044,-0.005070347120331369
A,1507.5562393892178,2548.3300859312117,2527.4729474612554,2441.84120422121,2569.223123416922,0.07306211779938693,0.14066088759813383,9.819103620980894,0.00045491777722663114,0.023024463272213417,0.0005074479834809124
A,1429.4816479088538,2367.1055246496862,2599.0718767682997,2437.060073797371,2504.8306695343845,0.09814020771389012,0.21455908768036436,9.985769447571764,-0.000858834237399091,0.03379875098003539,0.010459423615118356
A,1572.4391109289759,2711.246981047404,2482.832386728594,2470.7570310422357,2391.9596874387757,0.12722378133967718,0.21821757805848288,9.78021253746119,0.011012554289303889,-0.001959573031090088,0.016447008359085153
A,1515.5007934771982,2472.095294425457,2557.1532929018495,2459.794688376989,2590.3100418738854,0.06513616586528492,0.09412085791271965,9.618935540194778,0.023347027329796974,0.006642382524451613,-0.0015739119541949512
A,1552.5994517917316,2544.6730459846794,2561.955907670801,2441.9598836910536,2732.2643427514895,-0.044607042303876604,0.26948030298735,9.8242180084282,0.01568573618905019,0.01824555096240452,0.015980150121450334
A,1510.7686041260881,2555.4504373120053,2521.2337801340577,2754.218366845906,2540.628606681225,0.05449729205923128,0.07837987374359322,9.744777410712661,0.02189367880621356,0.02212355808330187,0.022441903340000686
A,1473.853381642994,2534.721265446435,2556.102687328455,2643.183582936161,2532.948505766195,0.023731789814807835,0.18944460629295226,9.622230096904662,0.018889251883059847,0.016573440208214635,0.004751363698644945
A,1575.4516248369687,2542.6638366680777,2582.077816289028,2462.8250651548656,2646.577932730659,0.16166767107467836,0.06136386726277257,9.752998544571133,0.023687205763104447,0.026585014938953738,0.004339185647432959
A,1354.8174010872506,2497.113288047537,2423.8272040515326,2578.058711737205,2333.948551201039,0.21055068368399985,0.31508690225419783,9.843859186605576,0.022754216109403355,0.02417876637221791,0.01714836214868374
A,1626.4178361639836,2572.7554337993543,2438.4691784508923,2469.987409049363,2467.305123747222,0.03539214805562367,0.22647856843939215,9.838651567155797,0.0008123809010219148,0.01952399096076852,0.013700970167144359
A,1587.8786836061038,2593.502200095861,2321.530169978612,2764.7255957042926,2546.000466872601,0.10044407272313217,0.22763414392685688,9.805456248594583,0.021722367819928756,0.027189278125997245,0.024765327839394384
A,1539.2452920945211,2581.7382798762806,2599.1696244589175,2532.658980799607,2551.757299019969,0.072244556550395,0.30723826249410036,9.868947572714319,0.002128108561502095,0.0267870506948304,0.01791172438744247
